date,interval,timestamp,purchase_kwh,adjusted_purchase_kwh,load_kwh,pv_kwh,price_yuan_per_kwh,charge_kwh,discharge_kwh,emergency_kwh,unused_kwh,soc_start_kwh,soc_end_kwh,alpha,gain,forecast_next_net_kwh
2025-02-04,12,2025-02-04 02:00:00,1482.1088333333332,1482.1088333333332,613.2065333333334,0.0,0.4293,833.3333333333333,0.0,0.0,35.5689666666666,8474.874783703703,9224.874783703703,0.0,0.0,641.9462231005808
2025-02-04,13,2025-02-04 02:10:00,678.6546374999998,678.6546374999998,627.6478333333333,0.0,0.4324,51.00680416666566,0.0,0.0,8.242295734817162e-13,9224.874783703703,9270.780907453702,0.0,0.0,660.7932901544862
2025-02-04,14,2025-02-04 02:20:00,675.8008333333332,675.8008333333332,637.6,0.0,0.4367,38.20083333333363,0.0,4.192202140984591e-13,0.0,9270.780907453702,9305.161657453702,0.0,0.0,644.4448419528951
2025-02-04,15,2025-02-04 02:30:00,669.9702500000001,669.9702500000001,630.2638333333333,0.0,0.4348,39.70641666666577,0.0,0.0,1.0018652574217413e-12,9305.161657453702,9340.897432453701,0.0,0.0,653.7920077369212
2025-02-04,16,2025-02-04 02:40:00,679.14845,679.14845,637.2846000000001,0.0,0.4335,41.86385000000074,0.0,7.815970093361102e-13,0.0,9340.897432453701,9378.574897453702,0.0,0.0,674.0957066856582
2025-02-04,17,2025-02-04 02:50:00,681.4750000000001,681.4750000000001,644.9433333333333,0.0,0.4357,36.531666666667455,0.0,5.897504706808832e-13,0.0,9378.574897453702,9411.453397453703,0.0,0.0,657.4308389698122
2025-02-04,18,2025-02-04 03:00:00,643.0789749999999,643.0789749999999,612.7784833333334,0.0,0.4374,30.300491666665845,0.0,0.0,6.714628852932947e-13,9411.453397453703,9438.723839953702,0.0,0.0,641.6934468435746
2025-02-04,19,2025-02-04 03:10:00,637.7446583333333,637.7446583333333,615.0598833333333,0.0,0.4371,22.68477499999992,0.0,0.0,2.4868995751603507e-14,9438.723839953702,9459.140137453702,0.0,0.0,667.3937683907006
2025-02-04,20,2025-02-04 03:20:00,675.7016666666667,675.7016666666667,654.9766666666667,0.0,0.4356,20.72500000000016,0.0,1.3855583347321954e-13,0.0,9459.140137453702,9477.792637453702,0.0,0.0,659.2746704526866
2025-02-04,21,2025-02-04 03:30:00,659.3119916666667,659.3119916666667,657.8822,0.0,0.4353,1.429791666667168,0.0,4.800604358479177e-13,0.0,9477.792637453702,9479.079449953702,0.0,0.0,661.6249566308145
2025-02-04,22,2025-02-04 03:40:00,670.1444833333333,670.1444833333333,638.8300666666667,0.0,0.436,31.31441666666635,0.0,0.0,2.5224267119483557e-13,9479.079449953702,9507.262424953702,0.0,0.0,676.6922869582085
2025-02-04,23,2025-02-04 03:50:00,686.6891666666666,686.6891666666666,625.1233333333333,0.0,0.4378,61.56583333333401,0.0,7.958078640513122e-13,0.0,9507.262424953702,9562.671674953703,0.0,0.0,685.1597560922723
2025-02-04,24,2025-02-04 04:00:00,687.2545666666665,687.2545666666665,628.3736166666666,0.0,0.4401,58.88095000000046,0.0,5.897504706808832e-13,0.0,9562.671674953703,9615.664529953703,0.0,0.0,699.3259071567551
2025-02-04,25,2025-02-04 04:10:00,701.5482249999999,701.5482249999999,642.6335333333333,0.0,0.4389,58.914691666666634,0.0,2.1316282072803006e-14,0.0,9615.664529953703,9668.687752453703,0.0,0.0,688.611640884175
2025-02-04,26,2025-02-04 04:20:00,693.7075000000001,693.7075000000001,659.7866666666666,0.0,0.4364,33.920833333332766,0.0,0.0,6.963318810448982e-13,9668.687752453703,9699.216502453703,0.0,0.0,675.8972954573017
