date,start,end,intervals,emergency_kwh,cost_yuan
2025-03-02,00:40,01:10,3,41.852282916666695,89.7050308338195
2025-03-02,02:40,02:50,1,2.2936488736103673,4.971483933550471
2025-03-02,06:30,06:40,1,194.30566138889236,835.6114968029315
2025-03-02,10:30,10:40,1,5.63681391666846,27.73030606305049
2025-03-02,12:50,15:00,13,2633.2309798840124,12604.23710869679
2025-03-02,15:10,16:00,5,149.70605189999978,576.0159479117046
2025-03-02,16:30,16:50,2,43.88460719444479,199.02498162314043
2025-03-02,17:10,17:50,4,109.98019436110937,564.3713063282414
2025-03-02,20:30,21:00,3,225.6796422222253,1440.3654791005767
2025-03-02,21:20,21:40,2,38.62380906319454,185.84979694893133
2025-03-03,01:30,02:10,4,117.58695972222233,254.0062283868058
2025-03-03,02:30,02:50,2,32.84463611111096,71.30374802986077
2025-03-03,03:20,03:40,2,38.64491944444433,84.1555530729164
2025-03-03,09:30,10:40,7,800.8892963259929,3888.047537733419
2025-03-03,14:40,14:50,1,214.62818333333144,1006.1769234666577
2025-03-03,15:10,16:40,9,690.8905203472222,2715.9456872805204
2025-03-03,17:00,17:10,1,2.29906666666659,10.876884399999637
2025-03-03,20:40,21:30,5,124.91577233125228,598.8404783897988
2025-03-04,00:20,00:40,2,53.71193055555568,114.66675488125027
2025-03-04,00:50,01:00,1,0.14786111111118316,0.31679243055570994
2025-03-04,01:30,02:00,3,153.2569577083334,331.0464317080557
2025-03-05,00:30,01:00,3,46.124613333333514,98.63524345937539
2025-03-05,05:40,06:10,3,20.244208333334768,69.44640291667312
2025-03-05,20:30,20:50,2,57.1086011309543,391.9347086073149
2025-03-06,01:50,02:20,3,54.32525097222219,116.7395602475694
2025-03-06,02:30,02:50,2,79.87937777777768,173.3555097236109
2025-03-06,05:40,05:50,1,5.112580555555496,14.591304905555386
2025-03-08,02:40,05:30,17,628.7540995638927,1374.511105441196
2025-03-08,07:10,08:00,5,489.3022498305522,1884.696964949581
2025-03-09,00:30,00:50,2,5.065689722222146,10.818539323055392
2025-03-09,01:20,02:20,6,142.88137208333342,307.9783529122918
2025-03-09,02:50,04:00,7,196.3224862569452,428.33685880290795
2025-03-09,04:30,05:20,5,139.89802584583148,307.16078843384105
2025-03-09,06:40,07:10,3,373.2263898611126,1556.3763694762563
2025-03-09,07:30,07:50,2,125.15568388888892,504.85647790972234
2025-03-09,09:00,10:10,7,741.2891666666665,3636.509836741666
2025-03-09,20:30,20:40,1,4.266541388889891,29.76339272889588
2025-03-10,00:40,01:10,3,122.15604534722252,262.1671560558687
2025-03-10,02:10,02:30,2,64.70477471666734,140.84155868674034
2025-03-10,04:20,05:30,7,209.94706836110947,459.9773799820658
2025-03-10,05:40,05:50,1,33.64648472222234,96.02706739722257
2025-03-10,06:50,07:00,1,247.88469123015727,1032.9355083560654
2025-03-10,07:10,07:50,4,200.56243852777862,809.3254152875036
2025-03-10,08:50,10:20,9,1427.9509500000001,7057.037827291667
2025-03-10,14:00,14:50,5,413.50975000000005,2062.2059411416667
2025-03-10,16:50,17:30,4,60.050170555555724,282.34405490465355
2025-03-10,20:10,20:40,3,366.1922875429504,2462.381926171101
2025-03-11,00:30,00:40,1,9.432810277777776,20.14848275333333
2025-03-11,01:10,01:30,2,45.02725506944432,96.60662357440947
2025-03-11,06:40,07:30,5,692.9101364583346,2907.1091807600747
2025-03-11,07:40,07:50,1,8.468343293750138,36.41387616312559
2025-03-11,09:00,09:30,3,91.42761666666627,453.7571875333314
2025-03-11,14:40,15:00,2,110.0880833333305,456.77889546665347
2025-03-11,15:30,17:00,9,421.97324994444574,1794.1085170627064
2025-03-11,20:10,20:20,1,104.9496907537665,703.1629280502356
2025-03-12,00:20,00:40,2,43.264948402777804,92.37619341375006
2025-03-12,01:30,02:30,6,92.17938612569405,199.38229278706584
2025-03-12,02:50,03:10,2,43.877962642362284,95.83729477333068
2025-03-12,03:30,04:00,3,75.07875155625052,163.68931096217923
2025-03-12,05:40,05:50,1,10.584380555555413,30.20782210555515
2025-03-12,06:40,06:50,1,315.9953002777777,1333.8161624724996
2025-03-12,20:20,20:30,1,148.83438373729712,1003.8135011162004
2025-03-13,00:30,00:50,2,23.899254513888877,51.04463563843748
2025-03-13,01:40,02:00,2,9.292258124999762,20.053313291978654
2025-03-13,02:20,02:30,1,21.72396111111118,47.434269086111264
2025-03-13,02:50,03:10,2,63.959579492360014,139.52607580931462
2025-03-13,05:40,05:50,1,5.10953270833329,14.58260634958321
2025-03-13,06:40,07:00,2,759.9299400000018,3180.586303980008
2025-03-13,07:20,07:30,1,41.42638611111113,158.33164771666674
2025-03-13,09:00,10:50,11,1514.5954080749998,7304.485062660178
2025-03-13,13:00,13:40,4,140.2864833333333,599.2321813583333
2025-03-13,14:40,14:50,1,44.84391171250293,210.2282581082137
2025-03-13,17:00,17:20,2,83.73462319444434,399.98302848291615
2025-03-13,20:20,20:50,3,197.31839291666768,1369.9043012537568
2025-03-14,07:40,07:50,1,7.910321635414892,34.01438303228404
2025-03-15,07:30,07:50,2,42.07080389097132,174.35924639690563
2025-03-15,20:40,21:00,2,47.47262784722125,258.6474211899246
2025-03-15,21:30,21:40,1,1.8712523840277981,9.235566141369198
2025-03-16,00:50,01:30,4,61.28752958333314,131.76926989493015
2025-03-16,02:30,02:50,2,38.223922569444426,83.01399720385412
2025-03-16,03:00,03:20,2,20.902941597222252,45.703085168750064
2025-03-16,03:40,03:50,1,4.429856944444396,9.657088138888783
2025-03-16,04:20,04:40,2,5.558649807638675,12.177041427593979
2025-03-16,05:40,06:00,2,28.525129166667284,84.19133864166956
2025-03-16,06:40,07:50,7,523.8910201388883,2127.3841599382267
2025-03-17,00:20,00:30,1,1.9413599305555636,4.1438327717708505
2025-03-17,06:40,07:00,2,539.7301828472237,2254.816143524381
2025-03-18,00:20,00:30,1,2.333777847222109,4.981448814895591
2025-03-18,04:30,04:50,2,49.561429048611714,109.11668937517148
2025-03-18,06:50,07:10,2,869.642908263889,3585.139827669028
2025-03-18,08:40,10:00,8,1273.6579713749993,6450.307063912287
2025-03-18,16:30,16:40,1,32.03319965277774,144.53379683333316
2025-03-19,00:40,01:30,5,38.16942812500008,81.72388824510433
2025-03-19,06:40,07:10,3,851.8518909027794,3528.2293851759787
2025-03-19,08:50,09:40,5,760.0081784583327,3797.5675790224964
2025-03-20,00:20,00:30,1,13.328094444444332,28.448817591666426
2025-03-20,00:50,01:40,5,173.67910034722183,373.1535642379853
2025-03-20,03:40,04:00,2,36.62213787013841,80.09837902877673
2025-03-20,06:40,07:10,3,751.0836213194457,3116.3698406084773
2025-03-20,08:50,10:00,7,609.0052314729165,3030.7427919463744
2025-03-20,16:00,17:00,6,216.3022811666671,938.4373640649602
2025-03-20,20:30,20:40,1,53.06339473750097,370.17024168880675
2025-03-20,21:40,21:50,1,2.073028716666771,8.047497478100405
2025-03-21,00:10,00:50,4,69.62083458333348,148.52817349885447
2025-03-21,01:10,01:40,3,76.6199481249999,164.3640606507984
2025-03-21,02:30,02:50,2,29.428813529860676,63.82087570735461
2025-03-21,03:30,04:00,3,54.70206534652797,119.21309410501674
2025-03-21,21:30,21:50,2,15.62002269791742,61.72910698904364
2025-03-23,00:30,00:50,2,33.22157958333321,70.95385328427056
2025-03-23,02:20,02:50,3,24.99593869513592,54.357594578363994
2025-03-23,04:50,05:30,4,113.44845138680498,248.40916453479562
2025-03-23,06:40,07:10,3,563.8959890277761,2346.0886754588128
2025-03-23,07:30,07:50,2,138.14692933263893,593.7311612722224
2025-03-23,09:20,10:00,4,385.5638999999997,1852.4710909166652
2025-03-23,20:30,20:40,1,127.18413313680514,887.2365127623527
2025-03-23,20:50,21:10,2,9.626269082638851,43.88321755709289
2025-03-24,00:40,01:00,2,19.672889722222067,42.02364701319411
2025-03-24,01:20,01:30,1,1.7769559722221402,3.801797302569269
2025-03-24,05:40,05:50,1,33.28783527777762,95.00348188277732
2025-03-24,06:50,07:10,2,639.9077551388907,2639.628968641952
2025-03-24,09:00,09:40,4,378.94247236458403,1876.989156041717
2025-03-24,14:50,15:00,1,78.53497111111074,262.8565483088876
2025-03-24,15:10,15:40,3,135.80427201388875,494.5605079277773
2025-03-24,15:50,16:00,1,13.540051527777791,54.532557528125054
2025-03-25,00:40,01:00,2,82.75666743055558,177.1387854539931
2025-03-25,01:20,01:30,1,6.806957361111017,14.56348527409702
2025-03-25,01:40,02:10,3,50.601166597222345,108.80090385017388
2025-03-25,02:30,03:20,5,74.22367916666701,161.7076802133688
2025-03-25,03:40,04:10,3,42.13199028888746,92.31564478772604
2025-03-25,05:40,05:50,1,40.00173916666665,114.16496358166663
2025-03-25,06:50,07:10,2,810.9996515972239,3349.2289991123675
2025-03-25,07:20,07:30,1,12.756029166666622,48.75354347499983
2025-03-25,07:40,07:50,1,85.7033115729171,368.5242397635435
2025-03-25,09:00,10:40,10,718.138633333334,3490.5681398083375
2025-03-25,15:10,15:20,1,14.497334722222377,52.313632345139446
2025-03-25,15:30,15:50,2,9.11264250000022,35.31927423020921
2025-03-25,16:00,17:00,6,230.8046135416672,1036.8777887018427
2025-03-25,20:30,20:40,1,87.23738361110793,608.567988071089
2025-03-25,21:00,21:30,3,71.55516106597159,333.1888866859276
2025-03-26,00:20,00:40,2,64.04136840277783,136.73050197531262
2025-03-26,01:00,01:20,2,37.05630180555556,79.80572974250002
2025-03-26,01:30,01:50,2,29.765243680555386,64.31384111006908
2025-03-26,05:40,05:50,1,9.859711388888968,28.139616303889117
2025-03-26,06:40,07:10,3,867.2170747916682,3591.130889190423
2025-03-26,07:20,07:50,3,76.7115976111109,290.53815322274227
2025-03-26,08:50,09:30,4,230.85108333333275,1171.8384206666635
2025-03-26,20:30,20:40,1,25.34319729166714,176.79414430666995
2025-03-27,00:40,00:50,1,14.105003680555456,30.121235359826173
2025-03-27,01:20,01:30,1,6.12930833333337,13.113655179166745
2025-03-27,02:00,03:00,6,218.34159872708454,473.3444875646315
2025-03-27,07:00,07:10,1,407.61212215277607,1649.198646230132
2025-03-27,09:00,09:40,4,233.79696871666695,1144.006721617343
2025-03-29,20:40,20:50,1,28.0994525729144,171.77195357822572
2025-03-29,21:00,21:20,2,5.901239092361254,27.417281571953435
2025-03-29,21:30,21:40,1,39.20030118819351,193.47308651432905
2025-03-30,01:40,02:10,3,94.48882520833331,203.8986715932986
2025-03-30,06:50,07:20,3,906.9966845833322,3655.9503975491625
2025-03-30,08:50,09:30,4,251.36403104374926,1266.487232181621
2025-03-30,14:40,15:20,4,131.10813595250187,504.2247362809977
2025-03-31,00:20,01:10,5,102.26891909722258,218.66654000562576
2025-03-31,01:30,01:50,2,11.509519999999952,24.879788774166563
2025-03-31,02:00,02:20,2,11.217715138888934,24.132214050243153
2025-03-31,02:30,02:50,2,4.3262260416667,9.377802451805628
2025-03-31,05:40,05:50,1,7.231333611111154,20.638226126111235
2025-03-31,07:00,07:30,3,854.5869044444473,3413.3386611200112
2025-03-31,14:40,16:00,8,629.0219025180041,2462.972292235837
2025-03-31,16:20,17:10,5,174.51824625000086,797.4438818178859
2025-04-01,00:30,00:50,2,18.487695902778,39.48822366805603
2025-04-01,01:00,01:30,3,65.99153138888892,141.78554039534728
2025-04-01,02:10,03:00,5,92.88829314930317,202.22096230323785
2025-04-01,03:30,03:40,1,17.19072592847267,37.415614983320765
2025-04-01,04:50,05:30,4,35.212700357640415,76.29524971987315
2025-04-01,05:40,05:50,1,0.5026236111111757,1.4344877861112955
2025-04-01,07:00,07:40,4,1024.1646833333343,3973.829571083337
2025-04-01,09:30,10:00,3,100.20164999999997,490.6563956999999
2025-04-01,14:30,15:00,3,191.37637888888912,951.5698866411125
2025-04-01,15:10,16:00,5,165.18195979166626,605.7238545616999
2025-04-01,16:10,16:30,2,9.8948900694445,42.833145293576635
2025-04-01,17:00,17:20,2,25.413097222222063,121.24561693055477
2025-04-01,17:30,18:10,4,81.49601465277806,460.23409537968905
2025-04-01,18:40,18:50,1,399.79868830972543,2574.9034520587866
2025-04-01,20:10,20:50,4,688.0966176388899,4654.567120626534
2025-04-02,01:20,01:30,1,3.672925972222174,7.858225117569341
2025-04-02,02:00,02:20,2,22.959055120834137,49.38290656114131
2025-04-02,02:40,02:50,1,18.188429242360826,39.42342038281709
2025-04-02,04:00,04:10,1,6.6193636791663035,14.56590977600545
2025-04-02,04:40,05:30,5,87.77535290624967,191.64503471137775
2025-04-02,07:00,07:50,5,1226.0801666666673,4681.680054541668
2025-04-02,08:20,10:20,12,2245.485683333334,11414.360274525003
2025-04-03,00:20,00:30,1,14.405777569444467,30.749132221979217
2025-04-03,00:50,01:00,1,8.259478472222213,17.69593262673609
2025-04-03,02:00,02:10,1,0.35039937499982443,0.7521322584371232
2025-04-03,07:00,07:50,5,935.9450040277777,3714.900241498854
2025-04-03,08:40,09:30,5,651.6889833333337,3326.1938395583347
2025-04-06,07:00,07:40,4,738.138345843253,2908.4570392515297
2025-04-06,09:00,09:20,2,69.59190000000078,349.82631465000395
2025-04-07,01:00,01:20,2,27.159352361111132,58.50272454062505
2025-04-07,07:00,07:50,5,756.3931565575375,2973.9441469868934
2025-04-08,00:50,01:00,1,6.207003333333432,13.298504641666879
2025-04-08,07:00,07:40,4,1325.4288115376962,5141.733118374283
2025-04-08,09:00,09:40,4,173.17436666666697,863.6303599083348
2025-04-08,17:10,17:40,3,47.96128176587301,235.31456768406747
2025-04-08,20:30,20:50,2,100.34356852916449,697.8342469982015
2025-04-08,21:10,21:20,1,13.344684831249946,62.52652077682163
2025-04-09,00:30,00:40,1,5.215854861111097,11.141065983333304
2025-04-09,01:10,01:30,2,37.63019250000002,80.63696407416671
2025-04-09,07:00,07:40,4,1060.0511895535733,4110.584801681719
2025-04-09,09:00,09:40,4,236.14973333333432,1173.0772231083383
2025-04-09,14:10,16:30,14,655.349914159195,2726.346859850829
2025-04-09,20:30,21:00,3,88.0737382259947,593.3859327530812
2025-04-10,00:30,01:00,3,37.34256916666686,79.82037139222264
2025-04-10,01:30,01:50,2,19.9190002083335,43.0123652298962
2025-04-10,02:00,02:10,1,3.1128780555557114,6.681792746250335
2025-04-10,07:10,07:50,4,752.7421333333333,2883.409448333333
2025-04-10,09:10,09:50,4,282.25695000000053,1353.2798024916692
2025-04-10,16:10,16:40,3,84.30183399801774,364.5704669984852
2025-04-10,20:40,20:50,1,8.710763423905565,53.24889681033471
2025-04-10,21:40,21:50,1,18.90145745902769,73.37545785594548
2025-04-13,02:20,02:40,2,22.75093236250061,49.59792837602008
2025-04-13,07:00,07:40,4,1167.286333333333,4548.596328716666
2025-04-13,08:50,09:50,6,397.62506666666843,1998.482214125009
2025-04-13,17:10,17:30,2,16.262993263889825,79.4274370223359
2025-04-14,00:30,00:50,2,79.98215097222237,170.82627504816006
2025-04-14,01:00,01:20,2,34.618667500000015,74.53322837250003
2025-04-14,01:30,01:40,1,1.2936651388889686,2.7891420394446165
2025-04-14,02:00,02:30,3,28.027615138888905,60.4306511322917
2025-04-14,02:40,03:10,3,58.445337430555696,127.17094816937528
2025-04-14,04:10,04:20,1,2.999217552777486,6.581782919570193
2025-04-14,04:50,05:10,2,31.02862079454483,67.68754351815511
2025-04-14,05:40,05:50,1,18.600004761904756,53.084413590476174
2025-04-14,07:00,07:40,4,1116.7521999999997,4317.6131981749995
2025-04-14,09:00,09:30,3,146.68503333333325,730.2307241166661
2025-04-14,20:30,20:40,1,60.08713017857508,419.16782012573975
2025-04-15,01:20,01:30,1,12.12940556250187,25.950863200972748
2025-04-15,07:10,07:50,4,698.0159833333323,2650.2470867999964
2025-04-16,00:40,01:10,3,46.66643875,99.96752463784722
2025-04-16,01:20,02:00,4,80.56783069444452,173.83163361430576
2025-04-16,02:20,02:30,1,18.107601250000016,39.53794732937504
2025-04-16,07:00,07:50,5,950.8405500000024,3665.2537763083433
2025-04-16,08:30,09:50,8,501.93883333333264,2592.8628823416625
2025-04-16,15:20,15:50,3,17.719424140579484,66.1678820366962
2025-04-16,16:10,16:20,1,0.6000388324408505,2.5558654067818027
2025-04-17,00:50,01:10,2,15.902288750000025,34.14300235729172
2025-04-17,01:30,01:40,1,4.25641666666661,9.176834333333211
2025-04-17,02:50,03:00,1,2.8847364708347847,6.284398401713577
2025-04-17,07:00,07:50,5,867.9102333333349,3344.2152013583395
2025-04-17,08:30,09:10,4,206.81801666666624,1075.8577384999978
2025-04-18,00:00,00:10,1,7.489968263888841,15.908692592499898
2025-04-18,01:00,01:10,1,0.5278437500001019,1.1377672031252195
2025-04-18,02:40,03:00,2,36.10754419305927,78.49689043762262
2025-04-19,00:00,00:20,2,39.09926979166681,83.01959122625033
2025-04-19,02:10,02:20,1,14.166392656447954,30.627740923240474
2025-04-20,00:30,00:40,1,13.047380833333364,27.869205460000067
2025-04-20,01:10,01:20,1,13.574687916666562,29.19915370874978
2025-04-20,07:00,07:50,5,934.1112833333327,3616.240682074998
2025-04-20,08:30,09:30,6,792.1339000000005,4092.6125322000025
2025-04-21,00:20,01:00,4,57.241395138888834,122.30570336784712
2025-04-21,01:20,01:40,2,28.77105319444445,61.5809293351389
2025-04-21,02:30,02:50,2,14.555490529165468,31.579589732905724
2025-04-21,03:00,03:40,4,55.11019400357181,120.31377146893655
2025-04-21,04:50,05:00,1,11.472911155356268,25.211722263895396
2025-04-21,05:10,05:30,2,24.267196292460085,52.37214565715683
2025-04-21,05:40,05:50,1,170.1307424628966,485.5531389891069
2025-04-21,07:00,07:40,4,789.352449999998,3069.7276571166585
2025-04-21,21:20,21:30,1,3.52439755595326,16.513564748419
2025-04-22,00:30,00:50,2,40.46492555555574,86.42821248368095
2025-04-22,01:40,01:50,1,0.30714562499986187,0.6654309965622007
2025-04-22,02:10,02:20,1,0.5699037499999804,1.2321319074999575
2025-04-22,02:50,03:00,1,3.817124999999919,8.315606812499823
2025-04-22,03:30,03:50,2,27.324645002380723,59.53166405622331
2025-04-22,05:00,05:10,1,3.5931555097216226,7.784571411811895
2025-04-22,05:40,05:50,1,588.2754886332323,1678.938244559245
2025-04-22,07:10,07:50,4,547.7621499999993,2066.077875216664
2025-04-22,09:00,09:20,2,35.89251666666591,181.39938643332948
2025-04-22,15:10,15:30,2,109.56873964861026,400.0496753553435
2025-04-23,00:20,01:10,5,112.49887097222233,240.85012695076415
2025-04-23,01:40,02:20,4,48.95271111111106,105.54334909645821
2025-04-23,02:50,03:00,1,3.7271249999997735,8.119541812499506
2025-04-23,03:20,03:40,2,25.07236464285711,54.588808276428495
2025-04-23,05:40,05:50,1,527.1127770257909,1504.3798656316073
2025-04-23,07:10,07:40,3,427.0130500000007,1582.904672833336
2025-04-24,00:30,00:50,2,14.804750416666707,31.621003446041755
2025-04-24,01:10,01:20,1,19.510737083333424,41.9675954662502
2025-04-24,01:40,02:10,3,13.874327430555581,29.842094004062556
2025-04-24,02:50,03:00,1,0.07020972222221644,0.15295187986109848
2025-04-24,05:40,05:50,1,600.9582666666666,1715.1348930666666
2025-04-24,07:10,07:40,3,538.4341999999994,2052.5653252999973
2025-04-24,08:50,09:00,1,1.4491833333333446,7.506769666666725
2025-04-26,21:30,21:40,1,0.5176265918624949,2.5547460441373437
2025-04-27,00:20,00:40,2,88.3973704166666,188.74562833499988
2025-04-27,01:00,01:20,2,11.39562166666667,24.54246007312501
2025-04-27,02:10,02:20,1,1.3425791666667237,2.9026561583334565
2025-04-27,03:20,03:50,3,59.35825113095257,129.3025889573516
2025-04-27,05:40,05:50,1,395.52824999999996,1128.8376254999998
2025-04-27,07:20,07:40,2,301.60716666666696,1081.1696525416678
2025-04-27,08:30,09:10,4,458.0392666666665,2396.6780633416656
2025-04-27,14:50,17:30,16,851.0195393650797,3606.07690310152
2025-04-28,00:20,00:30,1,2.9499166666665815,6.296597124999819
2025-04-28,00:50,01:10,2,26.02581916666668,56.02819971375003
2025-04-28,01:40,02:00,2,67.07981486111123,144.94473257312524
2025-04-28,02:50,03:00,1,11.073916666666719,24.124527458333443
2025-04-28,03:10,03:30,2,7.049552916666698,15.355707586875068
2025-04-28,03:50,04:00,1,2.498833333333323,5.469946166666644
2025-04-28,04:20,04:30,1,17.891749999999888,39.039798499999755
2025-04-28,05:40,05:50,1,300.23390464385227,856.8675638535544
2025-04-28,08:40,09:50,7,957.6301166666659,4822.235406941662
