date,total_cost_yuan_new,total_cost_yuan_baseline,saving_yuan
2025-10-18,18326.365237767408,20205.48003403887,1879.1147962714604
2025-10-19,49982.59689733315,52422.49067374288,2439.8937764097354
2025-10-20,52240.34287747511,50838.68688386971,-1401.6559936053964
2025-10-21,48868.00570378143,54824.71769483592,5956.711991054486
2025-10-22,51651.34165455134,52076.57695354862,425.23529899727873
2025-10-23,43810.502353871045,47884.68453744168,4074.182183570636
2025-10-24,18931.55043304969,22830.334453633768,3898.7840205840766
2025-10-25,19764.891868357197,22755.01663979808,2990.124771440882
2025-10-26,45958.10064878972,46600.67245545729,642.571806667569
2025-10-27,46414.96267529398,49467.984874542526,3053.022199248546
2025-10-28,48342.38002011761,55597.02059131654,7254.640571198928
2025-10-29,55602.06274582037,61779.6913594849,6177.628613664536
2025-10-30,44671.27877826742,48733.82282292479,4062.5440446573703
2025-10-31,18306.91969474307,28500.292372452743,10193.372677709674
2025-11-01,19026.755700509566,19477.985696265143,451.22999575557697
2025-11-02,52155.5707004891,53594.831885143045,1439.261184653944
2025-11-03,48398.999733805336,50592.05668672314,2193.056952917803
2025-11-04,50812.824457168914,50945.80828120952,132.98382404060976
2025-11-05,50982.60652905962,55730.59195813873,4747.9854290791045
2025-11-06,57894.16635901002,59618.22790806192,1724.0615490518976
2025-11-07,19174.082519945707,21050.54484527833,1876.4623253326245
2025-11-08,19180.747380250104,27836.53818708516,8655.790806835055
2025-11-09,50892.01442128145,57867.67315540573,6975.658734124285
2025-11-10,55076.71040725126,61252.16790199068,6175.457494739421
2025-11-11,51682.56505003909,49736.468011927645,-1946.0970381114457
2025-11-12,51608.61493671084,52785.67314565118,1177.0582089403397
2025-11-13,50472.318648652115,59448.2962403552,8975.977591703086
2025-11-14,18752.963452178945,20852.049259689145,2099.0858075102005
2025-11-15,19627.941679735588,21784.735211375,2156.7935316394105
2025-11-16,55432.4302693085,56368.960972403365,936.5307030948679
2025-11-17,51721.70283856144,52828.79686041804,1107.094021856603
2025-11-18,52977.71322541603,60598.032808018936,7620.319582602904
2025-11-19,55607.00145463919,60126.22279383428,4519.221339195086
2025-11-20,52347.405668426625,58945.722886881485,6598.31721845486
2025-11-21,21786.250592974568,21936.98972467167,150.73913169710067
2025-11-22,21832.993281042596,21893.368362566664,60.375081524067355
2025-11-23,58011.927413323836,55272.90444268418,-2739.0229706396567
2025-11-24,52457.37114321306,60346.23369481834,7888.862551605278
2025-11-25,53302.802364169605,62514.86492346348,9212.062559293874
2025-11-26,54741.4965135099,58080.03260368121,3338.536090171314
2025-11-27,52726.23337601316,55386.32079073399,2660.0874147208306
2025-11-28,21718.55386300266,24266.55415357333,2548.000290570668
2025-11-29,23119.100285583383,38002.3611557456,14883.26087016222
2025-11-30,57692.871384415346,59119.645302746656,1426.7739183313097
2025-12-01,75808.74455115318,79696.37421835822,3887.6296672050375
2025-12-02,79791.48457190406,94553.79131928417,14762.306747380106
2025-12-03,72031.3752829633,80721.58923778275,8690.213954819454
2025-12-04,75927.09206348292,82721.32759386313,6794.235530380203
2025-12-05,33877.74047251498,51443.46988266098,17565.729410146
2025-12-06,40434.97349861114,58107.59217239217,17672.618673781028
2025-12-07,69947.9582545155,77537.93376982218,7589.97551530668
2025-12-08,70543.66166850482,65508.47676034913,-5035.184908155694
2025-12-09,70762.16349269012,64538.02380659236,-6224.139686097755
2025-12-10,69247.80411604447,66682.34975016197,-2565.4543658824987
2025-12-11,65408.94590552284,62691.41149933699,-2717.534406185856
2025-12-12,26897.866627439107,37936.614002801165,11038.747375362058
2025-12-13,27688.330178757154,28466.44097629348,778.1107975363266
2025-12-14,63410.061693738164,62972.356925889886,-437.7047678482777
2025-12-15,63799.20532700848,66372.63531103899,2573.4299840305102
2025-12-16,63876.86157848748,63763.45682147527,-113.40475701220566
2025-12-17,63223.10219385433,63332.57831615733,109.47612230300001
2025-12-18,63451.60249518216,66259.87737965785,2808.274884475686
2025-12-19,27295.071097322834,35870.7073620749,8575.636264752065
2025-12-20,27090.69027308858,27882.58636649505,791.8960934064671
2025-12-21,63543.01896349242,66106.80354821986,2563.784584727444
2025-12-22,66940.24894821558,68297.81357274916,1357.564624533581
2025-12-23,63474.979365733896,61378.772115587846,-2096.20725014605
2025-12-24,64506.07504242168,67475.04364750216,2968.968605080474
2025-12-25,63041.218051671116,65386.15666966634,2344.938617995227
2025-12-26,28418.31876259681,32917.03454061423,4498.71577801742
2025-12-27,26842.74939122168,28104.923503657657,1262.174112435976
2025-12-28,63282.666720635214,63325.11095074293,42.44423010771425
2025-12-29,62835.97466338076,65154.89451812004,2318.9198547392807
2025-12-30,63473.38581341881,65605.60718443047,2132.2213710116557
2025-12-31,61450.52802509564,70459.66896168617,9009.140936590527
